,age,job,marital,education,default,y
12743,27,management,single,secondary,no,no
12744,45,management,married,tertiary,no,no
12745,43,technician,divorced,tertiary,no,no
12746,41,admin.,married,secondary,no,no
12747,47,unknown,divorced,primary,no,no
12748,47,management,married,primary,no,no
12749,44,blue-collar,married,primary,no,no
12750,46,unknown,married,unknown,no,no
12751,40,admin.,married,secondary,no,no
12752,33,technician,divorced,secondary,no,no
12753,36,entrepreneur,divorced,tertiary,no,yes
12754,25,blue-collar,married,primary,no,no
12755,45,technician,married,secondary,no,yes
12756,27,services,single,secondary,no,no
12757,43,services,married,primary,no,no
12758,37,self-employed,married,secondary,no,yes
12759,47,management,married,unknown,no,no
12760,48,management,married,tertiary,no,no
12761,30,services,married,secondary,no,no
12762,35,self-employed,married,secondary,no,no
12763,59,unknown,married,primary,no,no
12764,46,unemployed,married,secondary,no,yes
12765,43,technician,married,secondary,no,no
12766,52,retired,married,tertiary,no,no
12767,37,services,married,secondary,no,no
12768,45,technician,married,secondary,no,no
12769,54,management,divorced,tertiary,no,no
12770,28,management,single,tertiary,no,no
12771,42,management,married,unknown,no,no
12772,44,services,married,secondary,no,no
12773,57,admin.,married,secondary,no,no
12774,46,blue-collar,married,secondary,no,no
12775,27,blue-collar,single,secondary,no,no
12776,51,technician,married,secondary,no,no
12777,29,admin.,married,secondary,no,no
12778,57,technician,married,secondary,no,no
12779,59,retired,divorced,secondary,no,no
12780,57,retired,married,primary,no,no
12781,26,services,married,secondary,no,no
12782,36,services,married,secondary,no,no
12783,35,management,single,tertiary,no,no
12784,40,admin.,single,secondary,no,no
12785,51,blue-collar,married,primary,no,no
12786,45,services,divorced,secondary,no,no
12787,33,blue-collar,single,primary,no,no
12788,53,blue-collar,married,primary,no,no
12789,39,blue-collar,single,primary,no,no
12790,43,management,married,tertiary,no,no
12791,60,blue-collar,divorced,primary,no,no
12792,28,housemaid,single,primary,no,no
12793,46,technician,married,secondary,no,no
12794,56,management,married,primary,no,no
12795,32,self-employed,single,tertiary,no,yes
12796,32,admin.,married,secondary,no,yes
12797,34,blue-collar,single,primary,yes,no
12798,30,management,single,tertiary,no,no
12799,51,blue-collar,married,secondary,no,no
12800,29,services,married,tertiary,no,no
12801,35,services,single,secondary,no,no
12802,29,blue-collar,married,primary,no,no
12803,31,blue-collar,single,secondary,no,no
12804,40,technician,married,unknown,no,no
12805,29,blue-collar,married,primary,no,no
12806,44,housemaid,married,primary,no,no
12807,32,services,single,secondary,no,no
12808,36,blue-collar,married,secondary,no,no
12809,40,technician,married,secondary,no,no
12810,37,management,single,tertiary,no,no
12811,45,management,single,secondary,no,no
12812,55,housemaid,divorced,unknown,no,no
12813,39,admin.,married,secondary,no,no
12814,25,technician,single,tertiary,no,no
12815,41,technician,single,secondary,no,no
12816,34,technician,single,secondary,no,no
12817,37,admin.,single,secondary,no,no
12818,51,retired,married,secondary,no,no
12819,35,admin.,single,secondary,no,no
12820,49,blue-collar,married,primary,no,no
12821,28,technician,single,secondary,no,yes
12822,26,blue-collar,single,secondary,no,no
12823,27,management,married,tertiary,no,no
12824,45,admin.,divorced,secondary,no,yes
12825,34,admin.,divorced,secondary,no,no
12826,27,services,married,secondary,no,no
12827,35,services,divorced,secondary,no,no
12828,48,admin.,married,secondary,no,no
12829,33,services,single,secondary,no,no
12830,31,technician,single,secondary,no,no
12831,40,blue-collar,single,unknown,no,no
12832,56,housemaid,divorced,secondary,no,no
12833,29,blue-collar,single,primary,no,no
12834,40,management,divorced,tertiary,no,no
12835,35,admin.,married,secondary,no,no
12836,30,admin.,married,primary,no,no
12837,59,blue-collar,married,secondary,no,no
12838,34,blue-collar,married,secondary,no,no
12839,26,blue-collar,single,secondary,no,no
12840,41,management,married,secondary,no,no
12841,31,unknown,single,tertiary,no,no
12842,58,blue-collar,married,secondary,no,no
12843,35,blue-collar,married,primary,no,no
12844,27,technician,married,secondary,no,no
12845,40,management,married,tertiary,no,no
12846,52,technician,divorced,tertiary,yes,no
12847,38,technician,married,secondary,no,no
12848,30,blue-collar,single,secondary,no,no
12849,25,blue-collar,single,secondary,no,no
12850,57,blue-collar,married,primary,no,no
12851,29,services,married,secondary,no,no
12852,48,blue-collar,married,primary,no,no
12853,29,blue-collar,married,secondary,no,no
12854,31,housemaid,married,unknown,yes,no
12855,38,housemaid,divorced,secondary,no,no
12856,29,technician,married,secondary,no,no
12857,40,blue-collar,married,secondary,no,no
12858,31,admin.,single,secondary,no,no
12859,34,blue-collar,married,primary,no,no
12860,29,blue-collar,married,primary,no,no
12861,44,housemaid,married,primary,no,no
12862,41,blue-collar,single,secondary,yes,yes
12863,34,blue-collar,divorced,secondary,no,no
12864,35,entrepreneur,married,primary,yes,no
12865,43,management,divorced,tertiary,no,no
12866,59,blue-collar,divorced,primary,no,yes
12867,46,management,married,secondary,no,no
12868,55,blue-collar,single,secondary,no,no
12869,41,housemaid,married,primary,no,no
12870,59,management,single,tertiary,no,no
12871,39,technician,married,secondary,no,no
12872,26,technician,divorced,tertiary,no,no
12873,33,blue-collar,married,secondary,no,no
12874,32,technician,single,secondary,no,no
12875,41,technician,divorced,secondary,no,no
12876,29,services,married,secondary,no,no
12877,31,blue-collar,single,secondary,no,no
12878,37,admin.,married,secondary,no,no
12879,50,admin.,single,secondary,no,no
12880,27,management,single,tertiary,no,no
12881,47,management,married,tertiary,no,no
12882,47,technician,single,secondary,no,yes
12883,47,housemaid,married,tertiary,no,no
12884,51,services,married,secondary,no,no
12885,57,retired,married,secondary,no,no
12886,44,technician,divorced,secondary,no,no
12887,51,management,married,tertiary,no,no
12888,28,blue-collar,married,primary,no,no
12889,41,admin.,single,secondary,no,no
12890,30,management,single,secondary,no,no
12891,25,blue-collar,single,secondary,no,no
12892,32,admin.,single,secondary,no,no
12893,40,services,married,secondary,no,no
12894,31,services,single,secondary,no,no
12895,30,unemployed,married,secondary,no,no
12896,25,services,single,secondary,no,no
12897,45,blue-collar,married,secondary,no,no
12898,49,blue-collar,married,primary,yes,no
12899,32,admin.,single,secondary,no,yes
12900,52,blue-collar,married,primary,no,no
12901,35,management,single,tertiary,no,no
12902,60,retired,divorced,tertiary,no,no
12903,33,blue-collar,single,primary,yes,no
12904,43,management,married,tertiary,no,no
12905,42,admin.,married,secondary,no,no
12906,50,technician,married,unknown,no,no
12907,33,services,single,secondary,no,no
12908,42,technician,married,secondary,no,no
12909,26,blue-collar,single,secondary,yes,no
12910,25,technician,single,tertiary,no,no
12911,26,admin.,married,secondary,no,no
12912,39,admin.,divorced,secondary,no,no
12913,39,services,married,secondary,no,no
12914,31,technician,single,secondary,no,no
12915,52,unemployed,married,tertiary,no,no
12916,28,admin.,single,secondary,no,no
12917,46,blue-collar,married,primary,no,no
12918,28,services,single,secondary,no,no
12919,54,housemaid,married,secondary,no,no
12920,45,blue-collar,married,primary,no,no
12921,58,entrepreneur,married,primary,no,no
12922,42,blue-collar,single,secondary,no,no
12923,34,blue-collar,single,secondary,no,no
12924,50,technician,married,secondary,no,no
12925,59,blue-collar,married,primary,no,no
12926,56,blue-collar,married,secondary,no,no
12927,58,technician,divorced,secondary,no,no
12928,31,management,married,tertiary,no,no
12929,58,blue-collar,divorced,secondary,no,no
12930,25,services,single,secondary,no,no
12931,32,blue-collar,single,secondary,no,no
12932,38,blue-collar,married,primary,no,no
12933,33,management,single,secondary,no,no
12934,37,admin.,married,secondary,no,no
12935,38,management,married,tertiary,no,no
12936,31,management,single,tertiary,no,no
12937,52,blue-collar,divorced,secondary,no,no
12938,27,admin.,single,secondary,no,no
12939,25,blue-collar,married,primary,no,no
12940,31,admin.,single,tertiary,no,no
12941,35,management,married,tertiary,no,no
12942,28,unemployed,single,secondary,yes,no
12943,29,blue-collar,married,secondary,no,no
12944,33,technician,married,secondary,no,no
12945,39,services,married,secondary,no,no
12946,47,blue-collar,married,secondary,yes,no
12947,39,blue-collar,married,unknown,no,no
12948,50,technician,married,secondary,no,no
12949,50,self-employed,divorced,tertiary,no,no
12950,49,management,married,tertiary,no,no
12951,44,entrepreneur,married,primary,no,no
12952,28,technician,single,secondary,no,no
12953,31,services,single,secondary,no,no
12954,47,housemaid,married,secondary,no,no
12955,30,technician,married,tertiary,no,no
12956,29,blue-collar,single,secondary,no,no
12957,51,blue-collar,married,primary,no,no
12958,44,admin.,divorced,tertiary,no,no
12959,43,management,married,secondary,no,no
12960,44,services,married,secondary,no,no
12961,41,admin.,married,secondary,no,no
12962,59,blue-collar,divorced,primary,no,no
12963,49,self-employed,single,secondary,no,no
12964,31,technician,single,secondary,no,no
12965,50,entrepreneur,divorced,tertiary,no,no
12966,33,entrepreneur,married,secondary,no,no
12967,58,blue-collar,married,primary,no,no
12968,36,blue-collar,single,tertiary,no,no
12969,35,management,married,tertiary,no,no
12970,30,admin.,single,secondary,no,no
12971,27,blue-collar,single,primary,no,no
12972,35,management,married,tertiary,no,no
12973,53,blue-collar,married,secondary,no,no
12974,35,blue-collar,single,secondary,no,no
12975,60,management,married,tertiary,yes,no
12976,27,blue-collar,married,secondary,no,no
12977,54,self-employed,married,secondary,no,no
12978,48,self-employed,married,secondary,no,no
12979,40,management,divorced,secondary,no,no
12980,26,blue-collar,single,secondary,no,no
12981,38,technician,married,secondary,no,no
12982,31,blue-collar,married,primary,no,no
12983,46,blue-collar,married,primary,no,no
12984,27,management,single,tertiary,no,no
12985,53,blue-collar,married,primary,no,no
12986,40,blue-collar,married,primary,yes,no
12987,43,entrepreneur,married,secondary,no,no
12988,37,blue-collar,married,unknown,no,no
12989,31,housemaid,married,primary,no,no
12990,28,self-employed,married,secondary,no,no
12991,43,blue-collar,married,primary,no,no
12992,28,blue-collar,married,secondary,no,no
12993,47,services,married,secondary,no,no
12994,43,entrepreneur,single,tertiary,no,no
12995,57,technician,married,tertiary,no,no
12996,58,retired,single,secondary,no,no
12997,25,blue-collar,married,secondary,no,no
12998,31,blue-collar,single,secondary,no,yes
12999,47,technician,married,primary,no,no
13000,43,unknown,married,secondary,no,no
13001,27,services,married,secondary,no,no
13002,45,entrepreneur,married,secondary,no,no
13003,31,management,married,tertiary,no,no
13004,33,technician,married,secondary,no,no
13005,31,blue-collar,single,secondary,no,no
13006,32,services,single,secondary,no,no
13007,41,housemaid,married,primary,no,no
13008,31,admin.,single,secondary,no,no
13009,30,services,single,secondary,no,no
13010,44,blue-collar,single,primary,no,no
13011,28,student,single,secondary,no,no
13012,31,entrepreneur,divorced,tertiary,no,no
13013,36,blue-collar,married,secondary,no,no
13014,25,unknown,single,secondary,no,no
13015,25,technician,single,secondary,no,no
13016,27,blue-collar,married,primary,no,no
13017,60,management,married,tertiary,no,no
13018,36,blue-collar,single,unknown,yes,no
13019,49,blue-collar,married,primary,no,no
13020,25,blue-collar,single,secondary,no,no
13021,46,management,married,tertiary,no,no
13022,50,technician,married,tertiary,no,no
13023,50,blue-collar,divorced,primary,no,no
13024,33,admin.,married,tertiary,no,no
13025,42,management,married,secondary,no,no
13026,30,admin.,single,secondary,no,no
13027,42,technician,single,tertiary,no,no
13028,28,admin.,married,secondary,no,no
13029,34,entrepreneur,married,tertiary,no,no
13030,33,management,married,tertiary,no,no
13031,26,entrepreneur,married,secondary,no,no
13032,29,admin.,single,secondary,no,no
13033,28,admin.,single,secondary,no,no
13034,32,technician,divorced,tertiary,no,no
13035,45,services,married,secondary,no,no
13036,59,retired,married,secondary,no,no
13037,46,unemployed,married,secondary,no,no
13038,32,management,married,tertiary,no,no
13039,44,management,divorced,tertiary,no,no
13040,26,blue-collar,single,secondary,no,no
13041,53,management,married,secondary,no,no
13042,46,blue-collar,married,primary,no,no
13043,35,entrepreneur,married,primary,no,no
13044,56,blue-collar,divorced,primary,no,no
13045,60,management,married,primary,no,no
13046,36,technician,married,secondary,no,no
13047,29,blue-collar,single,primary,no,no
13048,60,technician,divorced,primary,no,no
13049,55,management,married,tertiary,no,no
13050,27,management,single,tertiary,no,no
13051,33,technician,married,tertiary,no,no
13052,33,management,single,tertiary,no,no
13053,55,retired,married,primary,no,no
13054,28,blue-collar,single,secondary,no,no
13055,28,self-employed,single,tertiary,no,no
13056,26,admin.,single,secondary,no,no
13057,31,management,single,tertiary,no,yes
13058,39,admin.,single,secondary,no,no
13059,26,management,single,tertiary,no,no
13060,27,services,married,primary,no,no
13061,42,blue-collar,single,primary,no,no
13062,42,management,divorced,secondary,no,no
13063,34,technician,divorced,secondary,no,no
13064,32,technician,married,secondary,no,no
13065,35,self-employed,married,tertiary,no,no
13066,33,entrepreneur,married,secondary,no,yes
13067,52,entrepreneur,married,tertiary,yes,yes
13068,30,blue-collar,divorced,secondary,no,no
13069,25,management,single,tertiary,no,no
13070,34,self-employed,married,tertiary,no,no
13071,45,blue-collar,married,secondary,yes,no
